Date,BAR_KWH_Main_Electric (kWh),BAR_PWR_Main_Electric (kW)
2015-12-06 21:15,22800.961000000127,89.856
2015-12-06 21:30,22823.425000000745,89.856
2015-12-06 21:45,22845.889000000432,89.856
2015-12-06 22:00,22866.625,82.944
2015-12-06 22:15,22889.08900000062,89.856
2015-12-06 22:30,22911.553000000305,89.856
2015-12-06 22:45,22934.016999999993,89.856
2015-12-06 23:00,22954.75300000049,82.944
2015-12-06 23:15,22977.21700000018,89.856
2015-12-06 23:30,22997.953000000678,82.944
2015-12-06 23:45,23018.689000000246,82.944
2015-12-07 00:00,23041.153000000864,89.856
2015-12-07 00:15,23061.889000000432,82.944
2015-12-07 00:30,23082.625,82.944
2015-12-07 00:45,23103.3610000005,82.944
2015-12-07 01:00,23124.097000000067,82.944
2015-12-07 01:15,23144.833000000566,82.944
2015-12-07 01:30,23165.569000000134,82.944
2015-12-07 01:45,23186.305000000633,82.944
2015-12-07 02:00,23207.0410000002,82.944
2015-12-07 02:15,23227.7770000007,82.944
2015-12-07 02:30,23248.51300000027,82.944
2015-12-07 02:45,23269.249000000767,82.944
2015-12-07 03:00,23289.985000000335,82.944
2015-12-07 03:15,23308.993000000715,76.032
2015-12-07 03:30,23331.457000000402,89.856
2015-12-07 03:45,23350.465000000782,76.032
